 Number on x ; Number on y ;   geolon  ;  geolat    ;  cos of rot;  sin of rot
    58;    45;    30.375000;    42.700000;     1.000000;    -0.000000
    59;    45;    30.425000;    42.700000;     1.000000;    -0.000000
    60;    45;    30.475000;    42.700000;     1.000000;    -0.000000
    61;    45;    30.525000;    42.700000;     1.000000;    -0.000000
    62;    45;    30.575000;    42.700000;     1.000000;    -0.000000
    63;    45;    30.625000;    42.700000;     1.000000;    -0.000000
    64;    45;    30.675000;    42.700000;     1.000000;    -0.000000
    65;    45;    30.725000;    42.700000;     1.000000;    -0.000000
    66;    45;    30.775000;    42.700000;     1.000000;    -0.000000
    67;    45;    30.825000;    42.700000;     1.000000;    -0.000000
    68;    45;    30.875000;    42.700000;     1.000000;    -0.000000
    69;    45;    30.925000;    42.700000;     1.000000;    -0.000000
    70;    45;    30.975000;    42.700000;     1.000000;    -0.000000
    71;    45;    31.025000;    42.700000;     1.000000;    -0.000000
    72;    45;    31.075000;    42.700000;     1.000000;    -0.000000
    73;    45;    31.125000;    42.700000;     1.000000;    -0.000000
    74;    45;    31.175000;    42.700000;     1.000000;    -0.000000
    75;    45;    31.225000;    42.700000;     1.000000;    -0.000000
    76;    45;    31.275000;    42.700000;     1.000000;    -0.000000
    77;    45;    31.325000;    42.700000;     1.000000;    -0.000000
    78;    45;    31.375000;    42.700000;     1.000000;    -0.000000
    79;    45;    31.425000;    42.700000;     1.000000;    -0.000000
    80;    45;    31.475000;    42.700000;     1.000000;    -0.000000
    81;    45;    31.525000;    42.700000;     1.000000;    -0.000000
    82;    45;    31.575000;    42.700000;     1.000000;    -0.000000
    83;    45;    31.625000;    42.700000;     1.000000;    -0.000000
    84;    45;    31.675000;    42.700000;     1.000000;    -0.000000
    85;    45;    31.725000;    42.700000;     1.000000;    -0.000000
    86;    45;    31.775000;    42.700000;     1.000000;    -0.000000
    87;    45;    31.825000;    42.700000;     1.000000;    -0.000000
    88;    45;    31.875000;    42.700000;     1.000000;    -0.000000
    89;    45;    31.925000;    42.700000;     1.000000;    -0.000000
    90;    45;    31.975000;    42.700000;     1.000000;    -0.000000
    91;    45;    32.025000;    42.700000;     1.000000;    -0.000000
    92;    45;    32.075000;    42.700000;     1.000000;    -0.000000
    93;    45;    32.125000;    42.700000;     1.000000;    -0.000000
    94;    45;    32.175000;    42.700000;     1.000000;    -0.000000
    95;    45;    32.225000;    42.700000;     1.000000;    -0.000000
    96;    45;    32.275000;    42.700000;     1.000000;    -0.000000
    97;    45;    32.325000;    42.700000;     1.000000;    -0.000000
    98;    45;    32.375000;    42.700000;     1.000000;    -0.000000
    99;    45;    32.425000;    42.700000;     1.000000;    -0.000000
   100;    45;    32.475000;    42.700000;     1.000000;    -0.000000
   101;    45;    32.525000;    42.700000;     1.000000;    -0.000000
   102;    45;    32.575000;    42.700000;     1.000000;    -0.000000
   103;    45;    32.625000;    42.700000;     1.000000;    -0.000000
   104;    45;    32.675000;    42.700000;     1.000000;    -0.000000
   105;    45;    32.725000;    42.700000;     1.000000;    -0.000000
   106;    45;    32.775000;    42.700000;     1.000000;    -0.000000
   107;    45;    32.825000;    42.700000;     1.000000;    -0.000000
   108;    45;    32.875000;    42.700000;     1.000000;    -0.000000
   109;    45;    32.925000;    42.700000;     1.000000;    -0.000000
   110;    45;    32.975000;    42.700000;     1.000000;    -0.000000
   111;    45;    33.025000;    42.700000;     1.000000;    -0.000000
   112;    45;    33.075000;    42.700000;     1.000000;    -0.000000
   113;    45;    33.125000;    42.700000;     1.000000;    -0.000000
   114;    45;    33.175000;    42.700000;     1.000000;    -0.000000
   115;    45;    33.225000;    42.700000;     1.000000;    -0.000000
   116;    45;    33.275000;    42.700000;     1.000000;    -0.000000
   117;    45;    33.325000;    42.700000;     1.000000;    -0.000000
   118;    45;    33.375000;    42.700000;     1.000000;    -0.000000
   119;    45;    33.425000;    42.700000;     1.000000;    -0.000000
   120;    45;    33.475000;    42.700000;     1.000000;    -0.000000
   121;    45;    33.525000;    42.700000;     1.000000;    -0.000000
   122;    45;    33.575000;    42.700000;     1.000000;    -0.000000
   123;    45;    33.625000;    42.700000;     1.000000;    -0.000000
   124;    45;    33.675000;    42.700000;     1.000000;    -0.000000
   125;    45;    33.725000;    42.700000;     1.000000;    -0.000000
   126;    45;    33.775000;    42.700000;     1.000000;    -0.000000
   127;    45;    33.825000;    42.700000;     1.000000;    -0.000000
   128;    45;    33.875000;    42.700000;     1.000000;    -0.000000
   129;    45;    33.925000;    42.700000;     1.000000;    -0.000000
   130;    45;    33.975000;    42.700000;     1.000000;    -0.000000
   131;    45;    34.025000;    42.700000;     1.000000;    -0.000000
   132;    45;    34.075000;    42.700000;     1.000000;    -0.000000
   133;    45;    34.125000;    42.700000;     1.000000;    -0.000000
   134;    45;    34.175000;    42.700000;     1.000000;    -0.000000
   135;    45;    34.225000;    42.700000;     1.000000;    -0.000000
   136;    45;    34.275000;    42.700000;     1.000000;    -0.000000
   137;    45;    34.325000;    42.700000;     1.000000;    -0.000000
   138;    45;    34.375000;    42.700000;     1.000000;    -0.000000
   139;    45;    34.425000;    42.700000;     1.000000;    -0.000000
   140;    45;    34.475000;    42.700000;     1.000000;    -0.000000
   141;    45;    34.525000;    42.700000;     1.000000;    -0.000000
   142;    45;    34.575000;    42.700000;     1.000000;    -0.000000
   143;    45;    34.625000;    42.700000;     1.000000;    -0.000000
   144;    45;    34.675000;    42.700000;     1.000000;    -0.000000
   145;    45;    34.725000;    42.700000;     1.000000;    -0.000000
   146;    45;    34.775000;    42.700000;     1.000000;    -0.000000
   147;    45;    34.825000;    42.700000;     1.000000;    -0.000000
   148;    45;    34.875000;    42.700000;     1.000000;    -0.000000
   149;    45;    34.925000;    42.700000;     1.000000;    -0.000000
   150;    45;    34.975000;    42.700000;     1.000000;    -0.000000
   151;    45;    35.025000;    42.700000;     1.000000;    -0.000000
   152;    45;    35.075000;    42.700000;     1.000000;    -0.000000
   153;    45;    35.125000;    42.700000;     1.000000;    -0.000000
   154;    45;    35.175000;    42.700000;     1.000000;    -0.000000
   155;    45;    35.225000;    42.700000;     1.000000;    -0.000000
   156;    45;    35.275000;    42.700000;     1.000000;    -0.000000
   157;    45;    35.325000;    42.700000;     1.000000;    -0.000000
   158;    45;    35.375000;    42.700000;     1.000000;    -0.000000
   159;    45;    35.425000;    42.700000;     1.000000;    -0.000000
   160;    45;    35.475000;    42.700000;     1.000000;    -0.000000
   161;    45;    35.525000;    42.700000;     1.000000;    -0.000000
   162;    45;    35.575000;    42.700000;     1.000000;    -0.000000
   163;    45;    35.625000;    42.700000;     1.000000;    -0.000000
   164;    45;    35.675000;    42.700000;     1.000000;    -0.000000
   165;    45;    35.725000;    42.700000;     1.000000;    -0.000000
   166;    45;    35.775000;    42.700000;     1.000000;    -0.000000
   167;    45;    35.825000;    42.700000;     1.000000;    -0.000000
   168;    45;    35.875000;    42.700000;     1.000000;    -0.000000
   169;    45;    35.925000;    42.700000;     1.000000;    -0.000000
   170;    45;    35.975000;    42.700000;     1.000000;    -0.000000
   171;    45;    36.025000;    42.700000;     1.000000;    -0.000000
   172;    45;    36.075000;    42.700000;     1.000000;    -0.000000
   173;    45;    36.125000;    42.700000;     1.000000;    -0.000000
   174;    45;    36.175000;    42.700000;     1.000000;    -0.000000
   175;    45;    36.225000;    42.700000;     1.000000;    -0.000000
   176;    45;    36.275000;    42.700000;     1.000000;    -0.000000
   177;    45;    36.325000;    42.700000;     1.000000;    -0.000000
   178;    45;    36.375000;    42.700000;     1.000000;    -0.000000
   179;    45;    36.425000;    42.700000;     1.000000;    -0.000000
   180;    45;    36.475000;    42.700000;     1.000000;    -0.000000
   181;    45;    36.525000;    42.700000;     1.000000;    -0.000000
   182;    45;    36.575000;    42.700000;     1.000000;    -0.000000
   183;    45;    36.625000;    42.700000;     1.000000;    -0.000000
   184;    45;    36.675000;    42.700000;     1.000000;    -0.000000
   185;    45;    36.725000;    42.700000;     1.000000;    -0.000000
   186;    45;    36.775000;    42.700000;     1.000000;    -0.000000
   187;    45;    36.825000;    42.700000;     1.000000;    -0.000000
   188;    45;    36.875000;    42.700000;     1.000000;    -0.000000
   189;    45;    36.925000;    42.700000;     1.000000;    -0.000000
   190;    45;    36.975000;    42.700000;     1.000000;    -0.000000
   191;    45;    37.025000;    42.700000;     1.000000;    -0.000000
   192;    45;    37.075000;    42.700000;     1.000000;    -0.000000
   193;    45;    37.125000;    42.700000;     1.000000;    -0.000000
   194;    45;    37.175000;    42.700000;     1.000000;    -0.000000
   195;    45;    37.225000;    42.700000;     1.000000;    -0.000000
   196;    45;    37.275000;    42.700000;     1.000000;    -0.000000
   197;    45;    37.325000;    42.700000;     1.000000;    -0.000000
   198;    45;    37.375000;    42.700000;     1.000000;    -0.000000
   199;    45;    37.425000;    42.700000;     1.000000;    -0.000000
   200;    45;    37.475000;    42.700000;     1.000000;    -0.000000
   201;    45;    37.525000;    42.700000;     1.000000;    -0.000000
   202;    45;    37.575000;    42.700000;     1.000000;    -0.000000
   203;    45;    37.625000;    42.700000;     1.000000;    -0.000000
   204;    45;    37.675000;    42.700000;     1.000000;    -0.000000
   205;    45;    37.725000;    42.700000;     1.000000;    -0.000000
   206;    45;    37.775000;    42.700000;     1.000000;    -0.000000
   207;    45;    37.825000;    42.700000;     1.000000;    -0.000000
   208;    45;    37.875000;    42.700000;     1.000000;    -0.000000
   209;    45;    37.925000;    42.700000;     1.000000;    -0.000000
   210;    45;    37.975000;    42.700000;     1.000000;    -0.000000
   211;    45;    38.025000;    42.700000;     1.000000;    -0.000000
   212;    45;    38.075000;    42.700000;     1.000000;    -0.000000
   213;    45;    38.125000;    42.700000;     1.000000;    -0.000000
   214;    45;    38.175000;    42.700000;     1.000000;    -0.000000
   215;    45;    38.225000;    42.700000;     1.000000;    -0.000000
   216;    45;    38.275000;    42.700000;     1.000000;    -0.000000
   217;    45;    38.325000;    42.700000;     1.000000;    -0.000000
   218;    45;    38.375000;    42.700000;     1.000000;    -0.000000
   219;    45;    38.425000;    42.700000;     1.000000;    -0.000000
   220;    45;    38.475000;    42.700000;     1.000000;    -0.000000
   221;    45;    38.525000;    42.700000;     1.000000;    -0.000000
   222;    45;    38.575000;    42.700000;     1.000000;    -0.000000
   223;    45;    38.625000;    42.700000;     1.000000;    -0.000000
   224;    45;    38.675000;    42.700000;     1.000000;    -0.000000
   225;    45;    38.725000;    42.700000;     1.000000;    -0.000000
   226;    45;    38.775000;    42.700000;     1.000000;    -0.000000
   227;    45;    38.825000;    42.700000;     1.000000;    -0.000000
   228;    45;    38.875000;    42.700000;     1.000000;    -0.000000
   229;    45;    38.925000;    42.700000;     1.000000;    -0.000000
   230;    45;    38.975000;    42.700000;     1.000000;    -0.000000
   231;    45;    39.025000;    42.700000;     1.000000;    -0.000000
   232;    45;    39.075000;    42.700000;     1.000000;    -0.000000
   233;    45;    39.125000;    42.700000;     1.000000;    -0.000000
   234;    45;    39.175000;    42.700000;     1.000000;    -0.000000
   235;    45;    39.225000;    42.700000;     1.000000;    -0.000000
   236;    45;    39.275000;    42.700000;     1.000000;    -0.000000
   237;    45;    39.325000;    42.700000;     1.000000;    -0.000000
   238;    45;    39.375000;    42.700000;     1.000000;    -0.000000
   239;    45;    39.425000;    42.700000;     1.000000;    -0.000000
   240;    45;    39.475000;    42.700000;     1.000000;    -0.000000
   241;    45;    39.525000;    42.700000;     1.000000;    -0.000000
   242;    45;    39.575000;    42.700000;     1.000000;    -0.000000
   243;    45;    39.625000;    42.700000;     1.000000;    -0.000000
   244;    45;    39.675000;    42.700000;     1.000000;    -0.000000
   245;    45;    39.725000;    42.700000;     1.000000;    -0.000000
   246;    45;    39.775000;    42.700000;     1.000000;    -0.000000
   247;    45;    39.825000;    42.700000;     1.000000;    -0.000000
   248;    45;    39.875000;    42.700000;     1.000000;    -0.000000
   249;    45;    39.925000;    42.700000;     1.000000;    -0.000000
   250;    45;    39.975000;    42.700000;     1.000000;    -0.000000
   251;    45;    40.025000;    42.700000;     1.000000;    -0.000000
   252;    45;    40.075000;    42.700000;     1.000000;    -0.000000
   253;    45;    40.125000;    42.700000;     1.000000;    -0.000000
   254;    45;    40.175000;    42.700000;     1.000000;    -0.000000
   255;    45;    40.225000;    42.700000;     1.000000;    -0.000000
   256;    45;    40.275000;    42.700000;     1.000000;    -0.000000
   257;    45;    40.325000;    42.700000;     1.000000;    -0.000000
   258;    45;    40.375000;    42.700000;     1.000000;    -0.000000
   259;    45;    40.425000;    42.700000;     1.000000;    -0.000000
   260;    45;    40.475000;    42.700000;     1.000000;    -0.000000
   261;    45;    40.525000;    42.700000;     1.000000;    -0.000000
   262;    45;    40.575000;    42.700000;     1.000000;    -0.000000
   263;    45;    40.625000;    42.700000;     1.000000;    -0.000000
   264;    45;    40.675000;    42.700000;     1.000000;    -0.000000
   265;    45;    40.725000;    42.700000;     1.000000;    -0.000000
   266;    45;    40.775000;    42.700000;     1.000000;    -0.000000
   267;    45;    40.825000;    42.700000;     1.000000;    -0.000000
   268;    45;    40.875000;    42.700000;     1.000000;    -0.000000
   269;    45;    40.925000;    42.700000;     1.000000;    -0.000000
   270;    45;    40.975000;    42.700000;     1.000000;    -0.000000
   271;    45;    41.025000;    42.700000;     1.000000;    -0.000000
   272;    45;    41.075000;    42.700000;     1.000000;    -0.000000
   273;    45;    41.125000;    42.700000;     1.000000;    -0.000000
   274;    45;    41.175000;    42.700000;     1.000000;    -0.000000
   275;    45;    41.225000;    42.700000;     1.000000;    -0.000000
   276;    45;    41.275000;    42.700000;     1.000000;    -0.000000
   277;    45;    41.325000;    42.700000;     1.000000;    -0.000000
   278;    45;    41.375000;    42.700000;     1.000000;    -0.000000
   279;    45;    41.425000;    42.700000;     1.000000;    -0.000000
   280;    45;    41.475000;    42.700000;     1.000000;    -0.000000
   281;    45;    41.525000;    42.700000;     1.000000;    -0.000000
   282;    45;    41.575000;    42.700000;     1.000000;    -0.000000
   283;    45;    41.625000;    42.700000;     1.000000;    -0.000000
   284;    45;    41.675000;    42.700000;     1.000000;    -0.000000
   285;    45;    41.725000;    42.700000;     1.000000;    -0.000000
     1;    46;    27.525000;    42.740000;     1.000000;    -0.000000
     2;    46;    27.575000;    42.740000;     1.000000;    -0.000000
     3;    46;    27.625000;    42.740000;     1.000000;    -0.000000
     4;    46;    27.675000;    42.740000;     1.000000;    -0.000000
     5;    46;    27.725000;    42.740000;     1.000000;    -0.000000
     6;    46;    27.775000;    42.740000;     1.000000;    -0.000000
     7;    46;    27.825000;    42.740000;     1.000000;    -0.000000
     8;    46;    27.875000;    42.740000;     1.000000;    -0.000000
     9;    46;    27.925000;    42.740000;     1.000000;    -0.000000
    10;    46;    27.975000;    42.740000;     1.000000;    -0.000000
    11;    46;    28.025000;    42.740000;     1.000000;    -0.000000
    12;    46;    28.075000;    42.740000;     1.000000;    -0.000000
    13;    46;    28.125000;    42.740000;     1.000000;    -0.000000
    14;    46;    28.175000;    42.740000;     1.000000;    -0.000000
    15;    46;    28.225000;    42.740000;     1.000000;    -0.000000
    16;    46;    28.275000;    42.740000;     1.000000;    -0.000000
    17;    46;    28.325000;    42.740000;     1.000000;    -0.000000
    18;    46;    28.375000;    42.740000;     1.000000;    -0.000000
    19;    46;    28.425000;    42.740000;     1.000000;    -0.000000
    20;    46;    28.475000;    42.740000;     1.000000;    -0.000000
    21;    46;    28.525000;    42.740000;     1.000000;    -0.000000
    22;    46;    28.575000;    42.740000;     1.000000;    -0.000000
    23;    46;    28.625000;    42.740000;     1.000000;    -0.000000
    24;    46;    28.675000;    42.740000;     1.000000;    -0.000000
    25;    46;    28.725000;    42.740000;     1.000000;    -0.000000
    26;    46;    28.775000;    42.740000;     1.000000;    -0.000000
    27;    46;    28.825000;    42.740000;     1.000000;    -0.000000
    28;    46;    28.875000;    42.740000;     1.000000;    -0.000000
    29;    46;    28.925000;    42.740000;     1.000000;    -0.000000
    30;    46;    28.975000;    42.740000;     1.000000;    -0.000000
    31;    46;    29.025000;    42.740000;     1.000000;    -0.000000
    32;    46;    29.075000;    42.740000;     1.000000;    -0.000000
    33;    46;    29.125000;    42.740000;     1.000000;    -0.000000
    34;    46;    29.175000;    42.740000;     1.000000;    -0.000000
    35;    46;    29.225000;    42.740000;     1.000000;    -0.000000
    36;    46;    29.275000;    42.740000;     1.000000;    -0.000000
    37;    46;    29.325000;    42.740000;     1.000000;    -0.000000
    38;    46;    29.375000;    42.740000;     1.000000;    -0.000000
    39;    46;    29.425000;    42.740000;     1.000000;    -0.000000
    40;    46;    29.475000;    42.740000;     1.000000;    -0.000000
    41;    46;    29.525000;    42.740000;     1.000000;    -0.000000
    42;    46;    29.575000;    42.740000;     1.000000;    -0.000000
    43;    46;    29.625000;    42.740000;     1.000000;    -0.000000
    44;    46;    29.675000;    42.740000;     1.000000;    -0.000000
    45;    46;    29.725000;    42.740000;     1.000000;    -0.000000
    46;    46;    29.775000;    42.740000;     1.000000;    -0.000000
    47;    46;    29.825000;    42.740000;     1.000000;    -0.000000
    48;    46;    29.875000;    42.740000;     1.000000;    -0.000000
    49;    46;    29.925000;    42.740000;     1.000000;    -0.000000
    50;    46;    29.975000;    42.740000;     1.000000;    -0.000000
    51;    46;    30.025000;    42.740000;     1.000000;    -0.000000
    52;    46;    30.075000;    42.740000;     1.000000;    -0.000000
    53;    46;    30.125000;    42.740000;     1.000000;    -0.000000
    54;    46;    30.175000;    42.740000;     1.000000;    -0.000000
    55;    46;    30.225000;    42.740000;     1.000000;    -0.000000
    56;    46;    30.275000;    42.740000;     1.000000;    -0.000000
    57;    46;    30.325000;    42.740000;     1.000000;    -0.000000
    58;    46;    30.375000;    42.740000;     1.000000;    -0.000000
    59;    46;    30.425000;    42.740000;     1.000000;    -0.000000
    60;    46;    30.475000;    42.740000;     1.000000;    -0.000000
    61;    46;    30.525000;    42.740000;     1.000000;    -0.000000
    62;    46;    30.575000;    42.740000;     1.000000;    -0.000000
    63;    46;    30.625000;    42.740000;     1.000000;    -0.000000
    64;    46;    30.675000;    42.740000;     1.000000;    -0.000000
    65;    46;    30.725000;    42.740000;     1.000000;    -0.000000
    66;    46;    30.775000;    42.740000;     1.000000;    -0.000000
    67;    46;    30.825000;    42.740000;     1.000000;    -0.000000
    68;    46;    30.875000;    42.740000;     1.000000;    -0.000000
    69;    46;    30.925000;    42.740000;     1.000000;    -0.000000
    70;    46;    30.975000;    42.740000;     1.000000;    -0.000000
    71;    46;    31.025000;    42.740000;     1.000000;    -0.000000
    72;    46;    31.075000;    42.740000;     1.000000;    -0.000000
    73;    46;    31.125000;    42.740000;     1.000000;    -0.000000
    74;    46;    31.175000;    42.740000;     1.000000;    -0.000000
    75;    46;    31.225000;    42.740000;     1.000000;    -0.000000
    76;    46;    31.275000;    42.740000;     1.000000;    -0.000000
    77;    46;    31.325000;    42.740000;     1.000000;    -0.000000
    78;    46;    31.375000;    42.740000;     1.000000;    -0.000000
    79;    46;    31.425000;    42.740000;     1.000000;    -0.000000
    80;    46;    31.475000;    42.740000;     1.000000;    -0.000000
    81;    46;    31.525000;    42.740000;     1.000000;    -0.000000
    82;    46;    31.575000;    42.740000;     1.000000;    -0.000000
    83;    46;    31.625000;    42.740000;     1.000000;    -0.000000
    84;    46;    31.675000;    42.740000;     1.000000;    -0.000000
    85;    46;    31.725000;    42.740000;     1.000000;    -0.000000
    86;    46;    31.775000;    42.740000;     1.000000;    -0.000000
    87;    46;    31.825000;    42.740000;     1.000000;    -0.000000
    88;    46;    31.875000;    42.740000;     1.000000;    -0.000000
    89;    46;    31.925000;    42.740000;     1.000000;    -0.000000
    90;    46;    31.975000;    42.740000;     1.000000;    -0.000000
    91;    46;    32.025000;    42.740000;     1.000000;    -0.000000
    92;    46;    32.075000;    42.740000;     1.000000;    -0.000000
    93;    46;    32.125000;    42.740000;     1.000000;    -0.000000
    94;    46;    32.175000;    42.740000;     1.000000;    -0.000000
    95;    46;    32.225000;    42.740000;     1.000000;    -0.000000
    96;    46;    32.275000;    42.740000;     1.000000;    -0.000000
    97;    46;    32.325000;    42.740000;     1.000000;    -0.000000
    98;    46;    32.375000;    42.740000;     1.000000;    -0.000000
    99;    46;    32.425000;    42.740000;     1.000000;    -0.000000
   100;    46;    32.475000;    42.740000;     1.000000;    -0.000000
   101;    46;    32.525000;    42.740000;     1.000000;    -0.000000
   102;    46;    32.575000;    42.740000;     1.000000;    -0.000000
   103;    46;    32.625000;    42.740000;     1.000000;    -0.000000
   104;    46;    32.675000;    42.740000;     1.000000;    -0.000000
   105;    46;    32.725000;    42.740000;     1.000000;    -0.000000
   106;    46;    32.775000;    42.740000;     1.000000;    -0.000000
   107;    46;    32.825000;    42.740000;     1.000000;    -0.000000
   108;    46;    32.875000;    42.740000;     1.000000;    -0.000000
   109;    46;    32.925000;    42.740000;     1.000000;    -0.000000
   110;    46;    32.975000;    42.740000;     1.000000;    -0.000000
   111;    46;    33.025000;    42.740000;     1.000000;    -0.000000
   112;    46;    33.075000;    42.740000;     1.000000;    -0.000000
   113;    46;    33.125000;    42.740000;     1.000000;    -0.000000
   114;    46;    33.175000;    42.740000;     1.000000;    -0.000000
   115;    46;    33.225000;    42.740000;     1.000000;    -0.000000
   116;    46;    33.275000;    42.740000;     1.000000;    -0.000000
   117;    46;    33.325000;    42.740000;     1.000000;    -0.000000
   118;    46;    33.375000;    42.740000;     1.000000;    -0.000000
   119;    46;    33.425000;    42.740000;     1.000000;    -0.000000
   120;    46;    33.475000;    42.740000;     1.000000;    -0.000000
   121;    46;    33.525000;    42.740000;     1.000000;    -0.000000
   122;    46;    33.575000;    42.740000;     1.000000;    -0.000000
   123;    46;    33.625000;    42.740000;     1.000000;    -0.000000
   124;    46;    33.675000;    42.740000;     1.000000;    -0.000000
   125;    46;    33.725000;    42.740000;     1.000000;    -0.000000
   126;    46;    33.775000;    42.740000;     1.000000;    -0.000000
   127;    46;    33.825000;    42.740000;     1.000000;    -0.000000
   128;    46;    33.875000;    42.740000;     1.000000;    -0.000000
   129;    46;    33.925000;    42.740000;     1.000000;    -0.000000
   130;    46;    33.975000;    42.740000;     1.000000;    -0.000000
   131;    46;    34.025000;    42.740000;     1.000000;    -0.000000
   132;    46;    34.075000;    42.740000;     1.000000;    -0.000000
   133;    46;    34.125000;    42.740000;     1.000000;    -0.000000
   134;    46;    34.175000;    42.740000;     1.000000;    -0.000000
   135;    46;    34.225000;    42.740000;     1.000000;    -0.000000
   136;    46;    34.275000;    42.740000;     1.000000;    -0.000000
   137;    46;    34.325000;    42.740000;     1.000000;    -0.000000
   138;    46;    34.375000;    42.740000;     1.000000;    -0.000000
   139;    46;    34.425000;    42.740000;     1.000000;    -0.000000
   140;    46;    34.475000;    42.740000;     1.000000;    -0.000000
   141;    46;    34.525000;    42.740000;     1.000000;    -0.000000
   142;    46;    34.575000;    42.740000;     1.000000;    -0.000000
   143;    46;    34.625000;    42.740000;     1.000000;    -0.000000
   144;    46;    34.675000;    42.740000;     1.000000;    -0.000000
   145;    46;    34.725000;    42.740000;     1.000000;    -0.000000
   146;    46;    34.775000;    42.740000;     1.000000;    -0.000000
   147;    46;    34.825000;    42.740000;     1.000000;    -0.000000
   148;    46;    34.875000;    42.740000;     1.000000;    -0.000000
   149;    46;    34.925000;    42.740000;     1.000000;    -0.000000
   150;    46;    34.975000;    42.740000;     1.000000;    -0.000000
   151;    46;    35.025000;    42.740000;     1.000000;    -0.000000
   152;    46;    35.075000;    42.740000;     1.000000;    -0.000000
   153;    46;    35.125000;    42.740000;     1.000000;    -0.000000
   154;    46;    35.175000;    42.740000;     1.000000;    -0.000000
   155;    46;    35.225000;    42.740000;     1.000000;    -0.000000
   156;    46;    35.275000;    42.740000;     1.000000;    -0.000000
   157;    46;    35.325000;    42.740000;     1.000000;    -0.000000
   158;    46;    35.375000;    42.740000;     1.000000;    -0.000000
   159;    46;    35.425000;    42.740000;     1.000000;    -0.000000
   160;    46;    35.475000;    42.740000;     1.000000;    -0.000000
   161;    46;    35.525000;    42.740000;     1.000000;    -0.000000
   162;    46;    35.575000;    42.740000;     1.000000;    -0.000000
   163;    46;    35.625000;    42.740000;     1.000000;    -0.000000
   164;    46;    35.675000;    42.740000;     1.000000;    -0.000000
   165;    46;    35.725000;    42.740000;     1.000000;    -0.000000
   166;    46;    35.775000;    42.740000;     1.000000;    -0.000000
   167;    46;    35.825000;    42.740000;     1.000000;    -0.000000
   168;    46;    35.875000;    42.740000;     1.000000;    -0.000000
   169;    46;    35.925000;    42.740000;     1.000000;    -0.000000
   170;    46;    35.975000;    42.740000;     1.000000;    -0.000000
   171;    46;    36.025000;    42.740000;     1.000000;    -0.000000
   172;    46;    36.075000;    42.740000;     1.000000;    -0.000000
   173;    46;    36.125000;    42.740000;     1.000000;    -0.000000
   174;    46;    36.175000;    42.740000;     1.000000;    -0.000000
   175;    46;    36.225000;    42.740000;     1.000000;    -0.000000
   176;    46;    36.275000;    42.740000;     1.000000;    -0.000000
   177;    46;    36.325000;    42.740000;     1.000000;    -0.000000
   178;    46;    36.375000;    42.740000;     1.000000;    -0.000000
   179;    46;    36.425000;    42.740000;     1.000000;    -0.000000
   180;    46;    36.475000;    42.740000;     1.000000;    -0.000000
   181;    46;    36.525000;    42.740000;     1.000000;    -0.000000
   182;    46;    36.575000;    42.740000;     1.000000;    -0.000000
   183;    46;    36.625000;    42.740000;     1.000000;    -0.000000
   184;    46;    36.675000;    42.740000;     1.000000;    -0.000000
   185;    46;    36.725000;    42.740000;     1.000000;    -0.000000
   186;    46;    36.775000;    42.740000;     1.000000;    -0.000000
   187;    46;    36.825000;    42.740000;     1.000000;    -0.000000
   188;    46;    36.875000;    42.740000;     1.000000;    -0.000000
   189;    46;    36.925000;    42.740000;     1.000000;    -0.000000
   190;    46;    36.975000;    42.740000;     1.000000;    -0.000000
   191;    46;    37.025000;    42.740000;     1.000000;    -0.000000
   192;    46;    37.075000;    42.740000;     1.000000;    -0.000000
   193;    46;    37.125000;    42.740000;     1.000000;    -0.000000
   194;    46;    37.175000;    42.740000;     1.000000;    -0.000000
   195;    46;    37.225000;    42.740000;     1.000000;    -0.000000
   196;    46;    37.275000;    42.740000;     1.000000;    -0.000000
   197;    46;    37.325000;    42.740000;     1.000000;    -0.000000
   198;    46;    37.375000;    42.740000;     1.000000;    -0.000000
   199;    46;    37.425000;    42.740000;     1.000000;    -0.000000
   200;    46;    37.475000;    42.740000;     1.000000;    -0.000000
   201;    46;    37.525000;    42.740000;     1.000000;    -0.000000
   202;    46;    37.575000;    42.740000;     1.000000;    -0.000000
   203;    46;    37.625000;    42.740000;     1.000000;    -0.000000
   204;    46;    37.675000;    42.740000;     1.000000;    -0.000000
   205;    46;    37.725000;    42.740000;     1.000000;    -0.000000
   206;    46;    37.775000;    42.740000;     1.000000;    -0.000000
   207;    46;    37.825000;    42.740000;     1.000000;    -0.000000
   208;    46;    37.875000;    42.740000;     1.000000;    -0.000000
   209;    46;    37.925000;    42.740000;     1.000000;    -0.000000
   210;    46;    37.975000;    42.740000;     1.000000;    -0.000000
   211;    46;    38.025000;    42.740000;     1.000000;    -0.000000
   212;    46;    38.075000;    42.740000;     1.000000;    -0.000000
   213;    46;    38.125000;    42.740000;     1.000000;    -0.000000
   214;    46;    38.175000;    42.740000;     1.000000;    -0.000000
   215;    46;    38.225000;    42.740000;     1.000000;    -0.000000
   216;    46;    38.275000;    42.740000;     1.000000;    -0.000000
   217;    46;    38.325000;    42.740000;     1.000000;    -0.000000
   218;    46;    38.375000;    42.740000;     1.000000;    -0.000000
   219;    46;    38.425000;    42.740000;     1.000000;    -0.000000
   220;    46;    38.475000;    42.740000;     1.000000;    -0.000000
   221;    46;    38.525000;    42.740000;     1.000000;    -0.000000
   222;    46;    38.575000;    42.740000;     1.000000;    -0.000000
